tweet_id,text,intent,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,intent.1
1968875,@583325 We're so sorry this was your experience. We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,General complaint,,,,,,,,,,,,,,,,,,,,,,,,,,
1412094,@448159 We're here to help! Send us a DM with your email address so we can assist.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
757233,@300967 We can take a look! Send us a note via https://t.co/yqIhbGRNqi so our team can get in touch.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
960269,@347861 Oh no! Thanks for bringing this to our attention. DM us your account email along with details for assistance.,Refund issue,,,,,,,,,,,,,,,,,,,,,,,,,,
228994,"@170617 Happy to check on the status, Sameer! Please send us a DM with the email linked to your account so we can take a look.",Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
2130152,"@626983 Let's have a look, Cami. Please DM us the email linked to your account and we'll follow up.  https://t.co/sd7yH5jmbJ",Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
833210,@318423 We see your message and will be following up via DM.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
2241583,@653563 We apologize for the trouble! Send us a DM with your email address and we'll connect.,General complaint,,,,,,,,,,,,,,,,,,,,,,,,,,
76127,"@133033 Happy to connect. Send us a note here; https://t.co/8Uln2wxi97, and we'll be in touch!",Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
1561195,@482305 Happy to help! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
2727147,@764742 Here to help! Send us a note via https://t.co/WFtPA6RjWt so we can help.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
575094,@255306 Happy to help! Our team is currently reviewing your email and will follow up directly.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
2752774,"@751441 Here to help! Send us a note here, https://t.co/xMxswVLBKT and our team will follow up.",Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
375603,"@205074 Here to help! Send us a note here, https://t.co/xMxswVLBKT, and our team will follow up.",Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
454668,@222899 Happy to further assist you. Can you please send us a DM (direct message) with your email address and additional details?,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
2695165,@757406 We're so sorry about that! Please send us a DM with your email address with details so we can connect.,General complaint,,,,,,,,,,,,,,,,,,,,,,,,,,
27925,"@122111 Here to help! Send us a note here, https://t.co/OhfgxSAY58, and our team will follow up.",Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
1993508,@589970 We have followed up via DM. JP,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
588818,@259169 Here to help! Send us a note via https://t.co/Md7v036OoC to assist you further.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
1187806,@399316 Happy to follow up. Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
2898240,@802973 We have followed up via DM.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
2143490,"@630199 Hey, Erwin. A member of our team has been in touch through in-app support. Please follow up with us there to view our response.",Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
1625490,@497791 We're here to help! Send us a DM with your email address so we can connect.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
839900,@319820 We've been in touch via DM!,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
490685,"@231883 Hi, Malcolm. Please DM us the email linked to your Uber account so we can look into this for you.",Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
2037588,"@602473 At this moment, we don't offer phone support for these issues. Visit this link https://t.co/dInR3racif so our team can assist.",Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
769200,@303662 So sorry for the delay! Please DM us your account's email address or mobile number so we can take a quick look and follow up from there.,General complaint,,,,,,,,,,,,,,,,,,,,,,,,,,
2865460,@795893 Happy to help! Please confirm your email address or phone number through direct message so we can further assist.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
856444,@323383 Hey Alison! Can you please provide your account email via DM so we can better connect? Thank you,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
2854310,"@793450 We appreciate you getting in touch. It sounds like your application is still being improved, but we'd like to take a look and make sure everything is going smoothly. Go ahead and DM us with your Uber account email address, and we'll be happy to connect.",Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
2422930,"@695888 We've been overwhelmed by demand! Supply is limited, but please keep trying.",General complaint,,,,,,,,,,,,,,,,,,,,,,,,,,
515421,@238730 We've followed up via DM!,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
1233019,@409188 Here to help! Send us a note via https://t.co/xMxswVu0mj so our team can connect.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
414047,@213804 We can take a look! Send us a note via https://t.co/e8HVorX5rh so our team can get in touch.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
2500982,@713456 We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
1310673,"@426283 Hi there, Saugat! To learn more, please visit this link; https://t.co/kkAwlbpH4B",Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
889657,@331213 Oh no! Can you DM us your email address associated with your Uber account so we can follow up?,General complaint,,,,,,,,,,,,,,,,,,,,,,,,,,
2601551,@736346 here to help. Can you please send us a DM with your email address and additional details so we can follow up?,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
1657888,"@505844 Happy to help! Send us a note here, https://t.co/lqVgKo4ZO3, and our team will follow up.",Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
771702,"@270264 We understand your frustration, Shasha. Please DM the email linked to your Uber account so we can follow up with your support inquiry.",General complaint,,,,,,,,,,,,,,,,,,,,,,,,,,
970307,@350260 Oh no! Please DM us the email linked to your account so we can look into this for you. We look forward to your response.,General complaint,,,,,,,,,,,,,,,,,,,,,,,,,,
346077,@198368 Happy to help! Please send a DM our way with your account email and phone number so we can connect.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
2477712,@539444 We're sorry to hear this was your experience. Contact us via https://t.co/h840Iouehc and we'll be in touch.,General complaint,,,,,,,,,,,,,,,,,,,,,,,,,,
1024948,@362532 Here to help! Please send us a note via  https://t.co/kGIXas5Cxg  so our team can connect.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
499183,@234210 We can definitely follow up! Send us a note here; https://t.co/mCbloZWiGj so our team can connect.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
31567,@122960 Here to help. Send us a note athttps://help.uber.com/h/8a661c77-fd7a-4016-857a-531a50084d42 so our team can connect.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
1824570,@547721 Thanks for reaching out to us about this. Please reach out to us directly using this link https://t.co/balq3Eyso6 and leave a brief note.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
2879018,@799048 Here to help. Send us a note at https://t.co/GC5jEh7bip so our team can connect.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
2821170,"@225203 We hope to get this resolved ASAP, and will follow up as soon as know more. We appreciate your patience.",Escalation needed,,,,,,,,,,,,,,,,,,,,,,,,,,
2283277,@663579 Here to help. Send us a note at https://t.co/DceIRNI6kV so our team can connect.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
2411597,"@693329 We've been overwhelmed by demand, BZY! Supply is limited, but please keep trying.",General complaint,,,,,,,,,,,,,,,,,,,,,,,,,,
950633,"@345488 We're here to help, Damian. We see your DM and will connect with you there. Thanks!",Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
1971889,@318846 Here to help! Send us a note via https://t.co/pqZPVbpZRI so our team can connect.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
1975861,@585125 We'd like to look into this. Please DM us your account email address and phone number so we can better assist. https://t.co/sd7yH5jmbJ,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
141516,"@147927 Sorry for the confusion, Himansu. Please confirm your email address or phone number through direct message (DM) so we can further assist.",General complaint,,,,,,,,,,,,,,,,,,,,,,,,,,
2790754,@778891 Hi there! Please send us a note at https://t.co/QsI1vsvcif and we'll be happy to look into this for you.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
381456,"@206461 Hey, Mohit. We've responded to your DM.",Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
983066,@353065 We're happy to connect. Feel free to DM us the email on your account and we'll be in touch shortly.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
2516117,@716766 Happy to take a closer look! Send us a DM with your email address so we can follow up.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
225300,@169823 Here to help! Can you please contact us via https://t.co/u3MyknJaaN so our team can assist?,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
1094147,@294538 Sorry to hear about the trouble! Please DM us your Uber account email address so we can look into this for you. https://t.co/sd7yH5jmbJ,General complaint,,,,,,,,,,,,,,,,,,,,,,,,,,
672131,@280358 Happy to help! Please reach out to https://t.co/QDn91HzZV0 and fill out the 4 boxes at the bottom so we can get in touch.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
64285,@130748 Happy to take a look. Send us a DM (direct message) with your email address so we can connect.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
2912281,@805014 We're here to help! Send us a DM with your email address and more details so we can follow up.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
591409,"@244209 Thank you for reaching back out. In order to preserve communication, please follow up directly to your support inquiry via the ""Help"" section of your app with any additional questions or concerns. We appreciate your patience and understanding thus far.",Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
1246915,@412544 Here to help. Send us a note at https://t.co/iOszeeHZhQ so our team can connect.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
2550752,@724671 We're here to help! Can you please send us a DM with your email address so we can look into this?,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
262346,@133305 We can take a look! Send us a note via https://t.co/uRjsQ64qLY so our team can get in touch.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
2409570,@692832 Demand is high right now. Please try again!,General complaint,,,,,,,,,,,,,,,,,,,,,,,,,,
1830866,"@549386 That doesn't sound right, Mayur. Please send us a note at: https://t.co/h840Iouehc and a member of our team will follow up shortly.",General complaint,,,,,,,,,,,,,,,,,,,,,,,,,,
864648,@133302 Hi - we have followed up with your DM.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
2237809,"@652566 Sorry to hear about this, Brian. Please share details here; https://t.co/BDlHSjUF9c, so we can further assist. A member of our team will follow up as soon as possible.",General complaint,,,,,,,,,,,,,,,,,,,,,,,,,,
1849540,"@553767 Sorry to hear about the trouble, Kira. Please reach out to our team at https://t.co/tdGG1GjzuF and we'll be in touch as soon as possible!",General complaint,,,,,,,,,,,,,,,,,,,,,,,,,,
661741,@274145 We took a closer look and we can confirm a member of our team has been in touch via email. Please check your inbox and follow up there directly.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
2283327,@663591 Sorry to hear about that! Can you please contact us via https://t.co/wW2bTlNcsR so our team can connect?,General complaint,,,,,,,,,,,,,,,,,,,,,,,,,,
2409056,"@692719 Sorry to hear about the trouble. Demand is very high today, but we'll try our best to get a sugary treat your way soon.",General complaint,,,,,,,,,,,,,,,,,,,,,,,,,,
2414593,"@694047 Hello! We're working hard to sort a technical issue caused by high demand. Please doughnut worry, there will still be plenty of time to order. If you're not immediately connected, do try again.",General complaint,,,,,,,,,,,,,,,,,,,,,,,,,,
253693,"@173536 We've followed up within your Direct Messages, Jadene.",Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
1697500,@514909 Here to help. Send us a note at https://t.co/BDlHSjUF9c so our team can connect.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
985516,@353586 Sorry to hear about the troubles. Please send us a note at https://t.co/uqkboJBiJd so we can take a closer look at this for you.,General complaint,,,,,,,,,,,,,,,,,,,,,,,,,,
478920,@228795 Happy to take a closer look! Send us a DM with your email address so we can assist you.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
1766153,@531142 Here to help! Send us a note at https://t.co/yqIhbGRNqi so our team can connect.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
1019319,@361189 Here to help! Send us a note here; https://t.co/h840Iouehc and our team will be able to assist!,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
79342,@133610 We're currently reviewing your email and will be in touch shortly. We appreciate your patience!,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
1120703,@384383 We've been in touch via DM!,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
2420906,"@695424 Hello! We're working hard to sort a technical issue caused by high demand. Please doughnut worry, there will still be plenty of time to order. If you're not immediately connected, do try again.",General complaint,,,,,,,,,,,,,,,,,,,,,,,,,,
853119,@322663 We've followed up via DM.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
469538,@226797 Happy to take a look. Send us a DM (Direct message) with your email address so we can connect.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
2857351,"@794139 We definitely want to take a closer look. However, due to our policy terms and conditions, we will need to discuss this with the account holder. Please message us with the email address associated with the account and we'll follow up with him directly via in-app support.",Escalation needed,,,,,,,,,,,,,,,,,,,,,,,,,,
